"","Date","Abundance_cells"
"1066",2018-05-31,332421.2
"1067",2018-06-07,403115.2
"1068",2018-06-14,811320.4
"1069",2018-06-21,2521977.8
"1070",2018-06-28,6546999.4
"1071",2018-07-05,200188
"1072",2018-07-12,1684134
"1073",2018-07-19,5405164.2
"1074",2018-07-26,20871651
"1075",2018-08-02,3119088
"1076",2018-08-09,409265.4
"1077",2018-08-16,2199569
"1078",2018-08-23,680578.8
"1079",2018-08-30,915971.4
"1080",2018-09-06,NA
"1081",2018-09-13,18280334.6
"1082",2018-09-20,484855.6
"1083",2018-09-27,1822
