"","Tampa_TN_mg","Myakka_TN_mg","Peace_TN_mg","Withlacoochee_TN_mg","Manatee_TN_mg","Hillsborough_TN_mg","Tampa_TP_mg","Myakka_TP_mg","Peace_TP_mg","Withlacoochee_TP_mg","Manatee_TP_mg","Hillsborough_TP_mg"
"545",21788316.2832192,146809974.742848,1239046191.45504,4415693588.46719,205880828.336639,968674961.136961,8827282.28865598,84842508.6595296,1620693330.5952,88836439.0579199,54428264.9625598,230365557.984672
"546",38839481.3974465,363012444.88128,3054523288.12992,4957512336.69119,1661966202.09887,1189127085.22944,15735363.016752,113969023.39296,3995368014.0096,99736934.5843198,439370375.267518,282792407.663808
"547",292118905.990137,669048928.323841,4301530164.57887,3923319031.25759,4633462715.58143,1347305146.2864,118348568.632368,210050244.93888,5626474054.93439,78930678.7353597,1224938419.06176,320409543.19248
"548",217477233.29232,2848061653.90848,9777786445.21022,4059075207.28321,3981074404.12128,1385876783.65997,105983057.16,1861175173.83322,12789509696.2665,81661868.0755202,1052467945.91712,316640722.094496
"549",340907205.212463,4865903818.39827,22204149472.6643,3889207707.84,1794635247.91525,1795227397.61903,166134115.600615,2762260551.45437,29043402263.8225,78244415.424,474443801.172997,410167849.124879
"550",479387007.770843,5296287565.9584,24328107020.304,3486590723.86561,1849805629.77025,2444810600.14848,233619399.498461,3054727474.91136,31821574583.52,70144428.7641602,489029074.536962,558582554.338559
"551",415520163.9432,6092327776.8672,48432614223.8591,3528282341.376,3073867105.85281,4258786140.11114,202495206.6,1649236206.26304,63350676832.8959,70983195.0336001,812631533.731202,973033919.429366
"552",345274278.91632,6675828203.40481,38346945774.2784,3245054989.36321,2892699249.3504,3671695266.8544,168262319.16,1807193897.48736,50158452278.592,65285129.9635202,764736583.161599,838897262.956801
"553",969194452.371553,7056825650.3808,69648242397.552,3942958884.1344,3411756217.4976,6499879419.14209,344500397.762401,3528412825.1904,91101076553.7599,79325800.0358401,2274504144.9984,1266452150.43456
"554",312496637.446685,6858791996.3136,48889840213.2671,2727131395.47264,2636737407.8208,5078506919.56991,111077003.83176,3417148155.30624,63948736143.9358,54865365.352704,1757824938.5472,989508511.549439
"555",576116941.284,6613890187.1616,39956961094.4448,3180260702.81088,3946270930.3296,4174756397.49312,204780903.3,3035303175.17952,52264379490.6241,63981576.2695679,2630847286.8864,813419584.611841
"556",277575037.830144,6583891142.7072,143486817035.328,54293167322.0353,3874516045.8624,5091314721.47712,98664112.9728,3021535756.56384,187683178400.64,1092288573.34272,2583010697.2416,992004014.499839
"557",145745767.101888,13888668661.4016,121406198148.864,123961927534.848,4634162740.8576,7333523663.67935,81482338.1476802,2923930244.5056,14727965021.3376,2493908601.2928,3089441827.2384,1400087658.65472
"558",127082249.172288,12828876827.184,65144258414.2079,31342104161.9713,1364595143.6736,3340212426.27935,71048092.8916799,3498784589.232,7902746102.70719,630551207.992322,909730095.782403,637700293.854719
"559",96739838.599104,9906872493.1968,29121348814.656,32126147762.3423,1005058308.48768,1884508541.82691,54084508.92144,2317923755.58528,3532753790.6304,646324866.224638,670038872.325119,359783001.057024
"560",85249393.126848,7199361887.73121,25436363907.2256,15372491861.376,1153697161.70304,1519351885.98634,47660525.69328,2170142578.5984,3085722834.64704,309269067.0336,769131441.135357,290068720.342272
"561",84549360.2051521,4830236844.04801,21044454052.1472,7751195268.71041,841871682.282239,1400441422.70246,47269157.0767201,993780786.096003,2552933770.26048,155941206.58944,561247788.18816,267366799.715328
"562",110414353.758336,1812924685.45152,15868096912.3968,5616481084.53119,1571314043.83498,770913179.781407,58294826.5927681,728558518.452479,1924982248.38912,112994294.00832,1047542695.88999,172346052.240288
"563",53453173.9440671,1456779613.91616,24637303454.7456,5274161894.47679,1571314043.83498,750600290.370528,28221362.5297536,712052091.661823,2988787632.21504,106107399.06048,1047542695.88999,167804884.192608
"564",55098498.6431424,2593234817.6832,14346959419.1232,8100455586.04799,1571314043.83498,666970963.385473,29090035.0778112,1153625956.27776,1740450814.77888,358347291.724799,1047542695.88999,149108635.723392
"565",57448295.2621152,2538505777.3344,9050712119.65441,26440830349.2864,1571314043.83498,711796389.258816,30330643.5835776,1129279205.61792,1097955240.74496,1169687290.54464,162951086.027332,159129848.736576
"566",62353518.1470547,2011685725.61972,6916475750.89307,57209508709.4477,270333485.835955,515983285.298765,29422712.7372672,789633649.308674,839047877.977192,2530829567.44397,28034583.7163213,108161444.684621
"567",39798128.1422592,1031899262.3568,5733398659.8528,21630465017.856,1571314043.83498,501561504.625536,18779516.001792,529011647.1576,695527050.53952,956886742.425601,162951086.027332,105138322.275456
"568",42084513.9266626,672510776.0544,4665331552.31999,28351046111.3856,1571314043.83498,482590941.970176,19858391.3265559,212819865.84,565958253.887999,1254191259.20256,162951086.027332,101161675.120896
"569",40228945.9406208,429774310.1232,4091527381.42848,33634440755.136,1571314043.83498,478661855.14656,18982805.707008,136004528.52,496349223.320832,1487917639.3536,162951086.027332,100338052.10976
"570",20750790.5434944,300496324.176,3821436657.3312,67549408458.9697,440743437.07776,493380758.168928,10905070.10544,122201838.49824,463584119.08608,2988245206.92097,45706726.808064,99648330.4676159
"571",17337162.698784,227806390.656,3653820513.3888,311722203520.512,300217262.112,519369731.733888,9111121.53839999,91122556.2624001,443250357.36192,13789941345.3312,31133641.9968,104897334.980736
"572",17890485.430176,194273069.76,3423639215.37024,136591670005.632,575442796.1472,553983412.739904,9401906.7576,88329489.05088,442945412.610047,6042531126.64321,59675549.23008,111888275.479488
"573",13297829.9340575,176453236.728,2943403373.72736,226563216308.352,313267733.33184,551515156.628783,6988349.06444464,80227404.965664,380813204.849472,10022685033.7152,32487024.197376,111389760.698424
"574",18131842.7688384,141170043.78,2527866886.5648,82101435425.2801,253522915.5456,566703306.274176,9528746.19984,58350284.7624,327051704.53296,3631996585.72801,26291265.31584,77880278.9324161
"575",27815889.1735296,89909709.207552,2205921852.14976,59667506126.2079,231067517.58144,535876872.107904,16960908.03264,43550015.397408,285398928.893952,2639566256.1408,23962557.378816,73643897.6288639
"576",33312908.7580608,65687509.426176,2027584755.35136,49844949623.4242,224332412.00832,520348604.99904,20312749.24272,31817387.378304,262325937.274272,2205036804.90241,23264101.986048,71509896.00864
"577",34390336.5501696,47790512.54784,2247620299.67232,44692632087.6672,246015763.7472,515887801.728768,20969717.40864,20534985.8604,290793812.782464,1977109003.13472,25512745.87008,70896861.6410879
"578",26926499.771424,32233905.985536,2361555759.16224,43050329159.2704,261054838.88064,329620274.44911,16418597.4216,13850506.47816,305534615.168448,1904456940.50304,27072353.661696,96600125.1741241
"579",35284566.0862656,39289492.0396801,3241946034.08927,43260655815.8208,653956181.52768,487623524.295744,23948800.51104,15961356.14112,419438215.709855,1913761353.93408,67817678.084352,142905328.149312
"580",15442453.8676512,92032191.5535361,3556908247.56481,33111503422.6176,527072242.26816,436930937.032608,10481303.53008,36381475.7235072,460187564.232961,1464783980.40576,54659343.642624,128049111.300384
"581",18545633.4488256,100052924.5872,2807779669.35552,30163091152.4352,323847931.87008,375822782.55792,12587534.01504,64906128.0014399,363266409.199104,1334352359.53152,33584229.971712,110140457.52816
"582",19376947.8691776,110094495.11424,2347093921.9968,75149961183.36,257732700.57792,385306348.737024,13151774.57184,25406421.9494399,303663563.91936,3324477836.736,26727835.615488,99753224.6730239
"583",25072866.3276,86339814.7622399,1994989235.90112,75213031758.3361,1571314043.83498,360188550.868608,11859863.75496,19924572.63744,258108776.848224,3327267947.6736,162951086.027332,93250395.5806079
"584",23610307.0363952,60509933.8317579,1835615624.65106,106270461279.41,1571314043.83498,344628988.032384,11168049.9949933,38788419.1229217,237489253.132821,4701183974.81404,162951086.027332,89222129.3127318
"585",20344564.866528,45919884.351744,1615269026.68416,49801897100.5055,165089905.93728,329354190.830016,9623302.11146881,34969758.0832512,208981133.960832,2203132250.91456,17120434.689792,85267586.954016
"586",16513050.373344,33620327.09568,1382863967.31404,37377268050.1248,156538221.01056,332772780.117888,7810934.93850239,25603172.172864,178912908.765489,1653492527.12448,16233593.289984,86152636.7498881
"587",15757151.520096,31644613.555776,1392030767.3328,60256530452.5058,1571314043.83498,292641782.158368,7453382.78252159,19473608.342016,180098895.88656,2665623466.11457,162951086.027332,132245279.633088
"588",30262451.2640351,30639760.759296,1420521398.50464,1686274087950.72,1571314043.83498,276897623.784067,5970143.44664639,43995553.910784,183784971.896928,74597255191.872,162951086.027332,125130469.80846
"589",57007189.8853632,26413912.45584,1109957279.61312,1009005800664.96,756558613.698325,270690829.013952,11246316.3719424,19641114.39024,143604642.390624,44636316088.8959,162951086.027332,122325609.532032
"590",35120482.1799553,23811234.381792,1105924565.19456,353765597239.296,95383158.6240002,264890099.686464,6928530.49808641,14042522.840544,143082895.722912,15649853558.1696,20544064.9344,119704250.865024
"591",20721829.2531265,11180204.912448,766179652.596479,177206378091.264,756558613.698325,306141609.56256,4087979.92068482,6593454.179136,99127197.9912959,7839241261.2864,162951086.027332,88752980.386944
"592",10071501.2713728,3174181.890048,641792516.028479,54117843968.1026,756558613.698325,297209342.59632,2937521.20415041,3052097.9712,83034172.9776959,2394060755.46625,162951086.027332,86163442.4407679
"593",18157371.2135424,1824580072.03178,508239299.260802,33415064842.176,48610955.016,289636846.95024,5295899.9372832,1754403915.41518,65755253.9721602,1478212905.6576,10470051.8496,83968113.427776
"594",80345282.3992486,1824580072.03178,4901641308.11522,31777972091.712,320298568.23744,436006020.86352,23434040.6997808,1819901661.59068,2069829443.29047,1405791330.4512,68987383.9280639,126401745.498048
"595",127109947.420109,60905907.11088,35837578408.8961,80101823978.6498,1157956183.9872,1302145121.17555,37073734.6641985,60749738.118288,15133231973.5747,3543537938.08897,249405947.32032,184310982.225216
"596",83036826.7432416,1677288544.34112,43753210807.68,144053193245.184,1049400276.5376,3303366574.97089,23148029.4973056,414014260.94496,18475787654.6976,6372613381.4784,226024674.94656,467572107.119041
"597",90553051.2443616,2981069157.80161,26356660133.76,131373265476.096,2500456748.0256,1975980827.84256,25243314.1232256,735833526.292801,11129698756.4832,5811679773.84961,538559914.95936,279688462.76448
"598",98627017.3418304,4072794357.0816,17400923920.512,82695669929.5105,572391054.967679,1606618663.3728,27494079.3886464,2087951537.4912,7347935600.97984,3658284283.12705,123284227.223808,227407421.1024
"599",100118783.489155,3411296465.93279,17713891388.16,30608698475.6352,632582830.788478,844396401.374209,27909936.4021632,1748829200.88959,7480093227.09121,1354065099.85152,136248609.708288,119519343.576864
"600",510762991.812134,2500734230.01216,39473484412.0322,17755189515.4176,2124072617.472,2647891852.37394,142384496.90711,1139575092.15744,16668575917.6263,785452621.68576,457492563.7632,509944156.945342
"601",296752712.958719,6887784378.528,77198455128.9599,13794083187.0336,3951904161.2544,7303005232.47935,172053434.64096,1700149308.624,32598802188.5472,610221523.88736,851179357.808641,1406448999.45792
"602",155602927.300608,9458799739.488,65691209865.6002,14446452308.1984,3203986228.1856,6411726694.88352,90216590.828544,3472217625.888,27739606347.7921,639080975.715839,690089341.45536,1234802154.42144
"603",126384257.608704,8153923877.51041,35372332252.224,67483599740.8951,1667287010.9376,4384876599.0864,73275979.145472,3865372774.84513,14936771210.1437,2985333966.23291,359107971.58656,844461301.780801
"604",78592874.4891645,5972164671.51359,25482907891.584,14859701684.2368,1522506044.2176,3221851348.27584,45567145.3155262,2831108442.38208,10760737014.2189,657362267.815679,327924378.75456,785893769.112961
"605",111244536.63936,7236935109.84961,61450169882.1118,13078369271.0016,1095597663.264,5187013360.40161,63481936.6691999,2656596432.7296,25948730827.4918,578559830.204161,235974881.3184,1265248156.9104
"606",156371884.729344,6621139684.39679,24465567386.304,19667274865.92,803637070.329601,6160507685.15616,89233955.9596798,2053391421.1104,10331141864.4893,1483985285.3376,173091061.30176,1502708871.69504
"607",125422755.001344,6023826577.67039,17090949490.4252,12158746871.04,726846835.8528,4144339626.4368,71572767.79968,1448768417.4144,7217041853.00228,917432718.451199,156551626.18368,1010912775.7392
"608",253891185.723648,7001174813.2416,20016629987.904,11145499276.032,883707239.750397,3746663723.01312,144883557.07056,1772449319.808,8452476935.80128,840978581.736959,190336943.946239,889832634.215616
"609",1010488609.04746,24444899973.3888,39534709864.3198,16630896116.736,2992268084.0832,7251041633.472,310575329.795808,4997280184.43328,16694429756.3423,1254876706.99008,644488510.417921,1722122387.9496
"610",206879744.629267,26893585738.944,119739491688.96,25756404005.376,756836705.663999,17793945247.104,63584828.5087296,8170203262.464,50562721717.7471,1943437756.76928,163010982.7584,4226061996.1872
"611",597088203.090913,14818323024,85631532307.2001,12185883426.816,4978112978.592,9163232877.75594,183516037.619616,6131719872,36159860687.904,919480294.932479,1072208949.2352,2176267808.46704
"612",643884123.151585,18410580152.4096,58034010175.68,10925267063.04,2618229603.9744,9997930826.95679,197898840.330912,6269119965.69119,24506179751.4576,824361060.2112,563926376.240641,2374508571.40224
"613",213956390.312323,9934676759.11679,31817835916.416,8259829332.47998,731120690.476802,4441723325.4816,65759847.1553375,3382928724.0096,13435804348.3411,623241667.814399,157472148.718081,1498771446.14016
"614",98013053.2771007,5955945941.14559,16007988813.696,6731884253.952,432156939.47712,2657931215.8896,30124472.5306944,2567218078.08,6759737094.51073,507951266.43456,93079956.1950721,896866175.64096
"615",45127100.88432,3004460251.33582,11812531515.84,6628720488.19201,338794088.256,1776661959.17377,20530351.391328,1165523373.36303,4988109899.1888,500167091.381761,72971034.3936,599499342.648579
"616",59941225.2348,1839681716.82048,12937689369.792,13442014409.472,378019459.73376,1499667248.10816,27269964.00792,530677418.313599,5463233374.78943,1014261087.26016,81419575.942656,506032970.870016
"617",62290983.880944,1244148898.6368,9034791055.48801,14590944783.36,292308464.8224,477434659.969152,28338975.0842976,358889105.376,3815145859.34016,1100953106.3808,62958746.26944,237287884.894848
"618",101861805.39575,628736096.581633,6510586762.944,8714108732.31359,237086207.888026,461515903.9391,46341524.6525721,149929376.877159,2749243228.53408,657519113.438207,51064721.6989594,229376167.82602
"619",97333394.6894399,216523149.403393,5221656430.84801,6714615536.64001,176023837.94112,370117538.329536,44281346.5949759,62458600.7894403,2204963101.93536,506648263.219201,37912826.633472,183950632.822464
"620",51393984.1484545,108408590.71344,5056706540.16002,8777890851.83998,180650202.74496,375069837.43008,19738269.2744064,28058694.067008,2135309261.73121,662331764.275199,38909274.437376,186411955.12992
"621",84665846.0625406,75931092.85392,4604187652.41601,10457217543.168,189215139.93408,355220807.785344,32516593.0530047,13399604.62128,1944222876.86112,789044596.43904,40754030.139648,139693576.09536
"622",142274907.832896,140352328.21968,6264283272.19201,12786475958.784,411894230.26752,480993871.05216,54641812.4285758,33519438.3865824,2645235981.75744,964797731.435521,88715680.365312,189154893.1104
"623",154265376.456576,831025059.751008,35223417599.0399,84266406563.3279,2763381124.3392,786403726.36416,74544342.9857279,250201093.258368,14873888613.4128,6358283404.32383,951327928.051199,309259892.3904
"624",74231564.1079681,2205630098.496,30102441663.8592,94450912934.4001,1126603726.75008,851092096.757759,35870286.011904,545478411.456001,6205544326.60704,7126750703.23201,387847184.61888,334699139.1744
"625",59915807.6503682,1902824057.8944,22190686061.5296,129562476341.76,763976413.00224,686574963.795459,28952605.0391041,470590896.0384,4574555364.32352,9776077760.3328,263008273.32864,270001390.256641
"626",55719050.6113918,1660422797.74656,17450734077.8496,163209562813.44,640376996.00832,718161343.852032,26924641.9061759,264239326.953216,3597425918.50752,12314903375.9232,220457654.36352,150557933.7216
"627",155894415.90912,1406552825.8368,17638839748.5696,133487184821.76,775219224.66048,700760669.685696,35371001.92896,297159047.711999,3636203439.97152,10072214854.7328,266878749.47328,146909993.6448
"628",91190681.810928,1663909977.6864,19448136474.2784,69698337223.6799,929346171.04224,671026109.806656,20690322.763824,234353517.984,4009185510.88608,5259056354.15039,319938845.76864,140676333.2928
"629",169251313.84056,1474805035.41119,18592986330.8928,88895768417.2799,1129154812.7472,970900240.262979,38401558.60248,207719019.071999,3832898411.65536,6707589798.7584,388725427.339198,203543027.308801
"630",530918685.94464,3072018160.3968,18870004652.6889,287100274728.96,1798100551.82016,3125314605.69505,120460542.18912,393368179.0752,3890005057.50104,21663020729.5488,619018222.75776,469383920.755201
"631",132182474.10336,2506515376.57344,18304516179.9936,384764963235.842,663400100.505597,3297867370.29215,35941751.3854079,320956237.24416,3773430999.40032,29032265407.7953,386983391.961598,495299229.580799
"632",130506292.27584,3002043972.23424,26279574781.5936,232199209820.16,750077542.137599,3152132164.224,35485980.5963521,345967262.653824,5417469719.32032,17520485831.8848,437545232.913599,473411589.12
"633",149056567.07472,4962180910.21905,29761675027.3152,270715177497.6,727506084.936958,3518007556.51584,40529987.9012159,683812735.188723,6135296122.43424,20426690665.728,424378549.546559,528361585.4592
"634",73602754.451136,2834682628.5216,19884044160.8064,189114881472,499222612.83456,2318594294.5776,20013333.2327808,660451828.913281,4099046808.55968,14269577420.16,291213190.82016,324968334.20064
"635",70994302.4683009,2134472585.2416,15370067716.7616,131233280808.96,519672892.52736,1833976643.3424,19870687.9191168,550121800.319999,3168501664.56192,9902147551.9488,303142520.64096,257045545.28736
"636",52984910.094336,1548508639.5792,12755616536.6784,107720912977.92,422784990.47808,1742655685.4208,14830015.597056,89398436.92416,2629538982.76608,8128032524.6976,246624577.77888,244246229.925121
"637",237631846.346035,2943777390.02433,50620689196.6164,158138936965.565,1771398863.05136,9785715157.90956,66511087.4283739,169950034.888003,10435330600.7779,11932301607.4017,1033316003.44662,1371541179.61252
"638",105101368.851456,4472519034.7872,45191003803.3154,177879001766.4,818091007.107841,6749626994.496,29416959.216576,1655293127.30784,9316014308.63429,13421779224.192,477219754.146241,946010712.6144
"639",187938121.347072,5729417884.1088,67578749987.328,97893442943.9998,2242594735.9488,10343008526.4,52602245.920512,1836483053.92416,13931193132.6336,7386505240.31998,1308180262.6368,2771926285.0752
"640",108999501.44832,6217651619.0208,80294693327.9997,57834504161.28,875280228.030722,13414061055.6,40745051.7318719,2442648850.3296,16552553583.5999,4363876223.0784,510580133.017921,3594968362.9008
"641",77751293.6430717,3763010490.62401,28484297609.8176,47760338165.7601,434659731.17184,5896046224.8,29064174.0522911,2015898477.12,5871967908.90913,3603734607.05281,253551509.85024,1580140388.2464
"642",125831041.914816,5239819694.03999,15038815185.216,43111689172.9922,425618120.29824,3689831242.8,47036841.8586336,2432773429.37571,3100214769.7392,3252972910.32577,248277236.84064,988874773.070399
"643",416946400.45632,1460488208.57856,15345194239.6416,28801529247.744,612767079.61344,7645534776.71424,155858535.408672,638963591.25312,3163374058.41792,2173206297.78432,357447463.10784,2337615598.10688
"644",115376683.802112,1027446221.85408,11518567282.7712,43511785168.8959,403210889.21088,11716313056.9229,40703956.9758719,513723110.92704,2627268717.30624,3283161971.83487,112003024.7808,3582252511.30656
"645",73125787.1780733,704783806.796159,6307070749.86239,114078940715.52,205041348.48384,4230374766.58944,25798183.8014015,345919399.049952,1438579058.67648,8607774617.6256,56955930.1344001,1293433399.88928
"646",62174420.8036416,398705069.02464,5229606125.04858,104317854322.176,1047542695.88999,2600120795.16672,21934630.6896096,174942020.08224,1192820273.46614,7871256280.67328,290984082.191664,794984668.20864
"647",21849213.4871616,326009121.016321,5560069771.4112,23736412617.984,1047542695.88999,2206132512.15169,7708225.06272959,193942160.767872,1268195689.43424,1791020224.81152,290984082.191664,674523093.872163
"648",26190398.7787968,267259446.195839,6299449679.57759,17527299533.568,1047542695.88999,1547248813.25415,9239759.9752608,109085488.2432,1436840769.61152,1322514419.35104,290984082.191664,580218304.970306
"649",27624425.2614811,209768532.4224,8167791350.70721,18201228046.848,1047542695.88999,1467407112.83713,10691675.7030547,85619809.152,1862990611.45344,1373365388.98944,290984082.191664,550277667.313922
"650",29895528.993984,189906031.343232,5458773045.54239,10450310056.2432,1280329961.64332,1061521325.81914,11570676.9624864,61260010.11072,1245090930.61248,197313546.51648,290984082.191664,398070497.182176
"651",133842263.901696,224155473.917184,12829645884.9436,5807088374.63041,640479904.92288,1167317052.05607,51801913.2508416,76104398.8057537,2926312488.36354,109644325.95456,145563614.7552,437743894.521024
"652",205595084.074176,312632542.20096,14246955808.2432,6185957304.38401,1211416218.27072,1913295383.99999,79572912.1694497,45382143.22272,3249586549.52064,116797795.2576,275321867.7888,717485768.999998
"653",1247326689.21984,1576847761.71264,45813701108.9666,13833307844.928,2795883826.9824,4586020023.95136,482761626.012863,483227539.87968,10449641938.3373,261188329.9392,635428142.496,835898072.094721
"654",201982767.098112,4412619063.59039,78040213351.488,15418318184.7552,1883966598.2016,6178609842.34751,101865767.822208,960812215.459198,17800183494.7776,291115098.59328,428174226.864,1126180877.63904
"655",165671364.241152,5125944004.47361,35888481877.8815,10488065751.8208,1111488654.9888,3370609064.09088,83552874.1735681,1164987273.744,8185799799.1123,198026416.29312,252611057.952,614364002.717761
"656",211632840.308736,3627804283.48802,19342140292.2816,4666691438.32319,840262144.043522,2513007557.98272,106732579.636224,824500973.520004,4411746605.99232,88112355.8284798,190968669.1008,458048190.349441
"657",125424930.92089,3273049883.98079,25220799548.8128,3998750908.8384,1284298054.74432,1652048665.10237,63255430.5293666,1275214240.51199,5703602833.74529,75500891.2857601,291885921.5328,412496545.593601
"658",90394670.6530561,5871300428.13119,42862047641.2225,3501950095.98721,3305568897.1008,2730377715.54336,45588654.2471041,2109449255.616,9693114443.63426,66120736.0780802,751265658.432,681742251.071999
"659",129790320.960096,12729570744.0384,41986127125.0369,3414047839.488,1726983865.728,4568273664.52032,70070848.1256961,3735023751.2448,9495027831.4877,64461043.1232001,392496333.120001,1140642612.864
"660",383810318.674272,11957784976.6848,39461702641.0562,3528626900.19839,1987954552.7424,4741727863.29696,207210478.793472,3508571639.8656,8924137340.38563,66624423.9897598,451807852.896,1183952025.792
"661",584144302.997377,24343554825.792,125255633778.432,4949348943.0528,5425169385.7152,9723621508.47072,315366249.470976,7332220405.6128,28326159382.0032,93449245.7779199,1232993042.208,2427870538.944
"662",133117734.682656,14711128786.512,82250747646.3361,3923385292.5696,1334131760.3328,4389829147.94112,71867243.264256,4668801351.408,18600742472.3136,74077904.12544,303211763.712,1219396985.5392
"663",100607200.46208,9693471566.62081,85188075928.128,2838820137.75361,1777208920.8192,3901981716.47808,59233902.2945281,3916953816.71616,19265009831.4528,53600100.5030402,403911118.368,1083883810.1328
"664",61879461.631488,7452539734.75201,59644986964.4735,2173792676.41536,630321638.03136,2641861904.78016,36432402.1291008,1977204419.424,13488522281.4153,41043637.946304,143254917.7344,733850529.105601
"665",36061498.318752,4930184897.36639,23797692608.4288,3751720786.34496,520538571.083521,1507855408.18618,21231713.6168832,1308008238.0768,5381771768.78688,70836686.1757439,118304220.7008,418848724.49616
"666",17089529.1315712,2994371880.7392,19000297164.2688,9439652768.83201,420007724.04096,1158067966.82054,6936566.24614796,1412729297.57952,4296856193.57088,178231206.1248,95456300.9184,413716813.915392
"667",30064608.4935168,1714344469.49376,10115976373.6896,4145837769.21599,252909335.79648,1000394404.10208,12203095.0574592,322355370.33216,2287695574.41696,78278055.7823999,57479394.4992,357388337.62944
"668",11350652.9629248,893895579.083519,6938361637.97761,3734169490.02239,242022194.47296,787194626.481216,4607181.13461122,168082929.40032,1569088205.28576,70505298.0633598,55005044.1983999,281223263.340288
"669",8822116.70968322,384193688.785919,5230799982.20161,3422648557.78559,216862570.4256,577816663.716864,3580859.16334081,123795744.164352,1182928619.82816,64623434.3078398,49286947.8239999,184860925.629696
"670",11757294.5570496,170611183.278432,4470605866.82878,3526148727.1296,175898706.00192,547693741.191168,3965478.0458688,54974714.6119392,1011013161.62687,66577633.3094401,39976978.6368001,175223696.919552
"671",25947379.6613932,237707977.535309,6001450795.22111,3359137355.27885,326747590.086297,745039933.942487,8751483.08106163,79032823.3002011,898230383.920511,63424271.7430272,74260815.9287039,238360678.166915
"672",4638106.30832639,431514204.750721,3502064269.3248,3341889270.71999,199773268.3584,624518564.072832,1564331.7134592,143469252.690624,524150016.46848,63098608.6079998,45403015.536,199802267.876448
"673",4361210.2246752,433906238.113919,2666162119.61087,3345096318.22081,190821568.98816,555693866.9568,1470940.7266656,65844513.0564479,399041482.802686,63159161.2531201,43368538.4064,177783177.7152
"674",6502471.02648,312176919.2256,2411284618.96704,2950483700.73599,64322112.1987099,395039307.203424,2193141.11544,47372301.72864,360894254.229504,55708433.5103998,56281848.1738712,119681612.432928
"675",4596110.9081856,260318596.700447,2186873738.27424,2818411653.65759,70557517.3425044,374057392.616352,1915046.211744,65534751.6168958,327306930.364224,53214765.4886398,61737827.6746914,113324904.824544
"676",9706561.48880637,238972780.084896,2432361501.30528,2602956371.55839,90492971.85792,368782265.855232,4044400.62033599,24899961.0018528,364048807.480128,49146728.6937599,79181350.37568,111726745.691904
"677",15328214.013888,253878991.093728,4858709600.76147,3379353416.5248,104922442.92096,378763051.82256,6386755.83911999,30181418.521632,727197595.875557,63805973.5987199,91807137.55584,114750537.34032
"678",17451052.1321472,297326102.6736,4145607638.58241,2973224583.0144,84343514.3423999,406040043.35232,7271271.721728,35346459.7584,620468428.026241,56137806.8121601,73800575.0495999,88119328.5573121
"679",18354139.7862528,268374878.928001,5904001329.89396,3641019337.6128,94334496.90624,403533046.6128,7647558.24427201,33030754.3296001,770719385.429506,68746518.96192,82542684.79296,87575256.9244799
"680",7407554.4203328,304864983.446401,6378998074.69945,5201831046.2976,101126587.20768,500383612.96128,4974416.1070848,45964259.0426881,832726349.652884,98216390.3846401,88485763.8067199,108593890.472448
"681",43143465.2948639,306591090.623999,5160390457.21921,4507043641.90079,245011089.34656,589079552.55264,28972254.0666239,132070008.2688,673647030.129601,85098026.8051199,214384703.17824,127842796.511424
"682",62134396.9323841,327112218.950399,9049812240.06721,5835660252.36479,355587559.050241,1042290182.9088,41725288.4509441,140909878.93248,1181379430.3536,110183794.97472,311139114.168961,226199146.078079
"683",27212240.9756736,930925050.681601,19428846532.0992,7777964838.7584,336366477.665279,1705757003.45856,18273913.6478976,282857996.16864,2536277995.5696,146856678.77376,294320667.957119,398331202.314241
"684",52597266.128064,1048430516.75136,10007578473.984,15138721952.64,180478280.12544,1215931060.18944,24594777.9641088,116492279.63904,1306408027.392,285836008.896,157918495.10976,283946236.277759
"685",36886410.87696,849479296.423681,7964571474.72001,28331057622.0671,164739893.2992,957903647.135332,17248293.536832,158884090.627392,1039710069.36,534922066.990079,144147406.6368,223691247.165313
"686",23012774.103888,608044890.758401,5480577094.8096,20124951941.952,119570882.13504,750013159.078944,10760902.8204096,45603366.8068801,715444793.164799,379981610.0928,104624521.86816,175144315.867776
"687",20003249.025648,374715364.896,3815482415.83487,13327468989.12,105876198.05184,472336341.325056,8465143.06592639,58289056.7616,498080216.845439,251637526.368,92641673.2953601,184011924.536064
"688",16417106.54208,288964562.227201,3846460496.6592,13057493899.5072,232074740.49408,416766755.84544,6947529.145344,44950043.0131201,726223622.72832,246540094.60608,89665240.6454398,162363227.46336
"689",30388119.41016,327066157.366122,6304106602.14835,21601867034.4943,547664985.997857,496207536.432355,12859899.8083575,123558326.116091,1190234798.62955,407867419.53241,211597835.499172,193311620.893002
"690",9798476.88715202,327621921.350401,3844506705.41952,18961668348.48,243570772.30464,386264387.916576,4146601.81311361,97558527.6910082,725854740.907391,358017514.272,94106889.29952,150480170.974944
"691",113228973.73584,346223510.4384,5143771279.16063,13480241070.0672,622271500.266239,441792891.382752,47917188.885312,76938557.8752,971159905.602143,254522034.19008,240423079.64832,172112863.392288
"692",885328893.615171,3879323966.66112,44676076953.715,59086807278.9119,4842899635.6224,16254300051.9245,220868214.549697,405302503.97952,8434981324.46589,2775705830.31167,1871120313.7632,4510121717.70432
"693",103701283.384522,5786898552.86401,36827908764.5952,70367372593.92,1013263293.84192,13501130611.2883,25870970.0686753,4016280338.92801,6953222928.91392,3305630061.3888,391488090.80256,3746192834.45088
